factura_id,cliente_id,cantidad,monto_pesos,producto_id,fecha
5190,10309,1,27800,6011,2023-03-09
5190,10309,2,32400,47001,2023-03-09
5190,10309,1,14800,1001,2023-03-09
5190,10309,1,5500,36002,2023-03-09
5191,12671,1,31200,43013,2023-03-09
5192,13478,1,18600,39015,2023-03-09
5192,13478,1,16200,47015,2023-03-09
5193,11393,1,14400,21006,2023-03-09
5193,11393,1,31200,43009,2023-03-09
5194,11549,2,36400,17012,2023-03-09
5194,11549,1,6800,45013,2023-03-09
5194,11549,1,17400,7008,2023-03-09
5194,11549,1,7400,29002,2023-03-09
5194,11549,2,28800,21005,2023-03-09
5194,11549,1,10900,41005,2023-03-09
5195,11118,1,8800,11015,2023-03-09
5195,11118,2,15200,30010,2023-03-09
5195,11118,1,5800,10004,2023-03-09
5195,11118,1,14800,1011,2023-03-09
5195,11118,2,35800,27006,2023-03-09
5195,11118,1,24600,24002,2023-03-09
5196,12304,1,31200,43003,2023-03-09
5196,12304,3,44400,1012,2023-03-09
5196,12304,1,16100,28013,2023-03-09
5196,12304,1,17900,27006,2023-03-09
5196,12304,1,28700,5004,2023-03-09
5196,12304,1,23300,42012,2023-03-09
5197,11706,3,59700,38014,2023-03-09
5197,11706,1,29800,15009,2023-03-09
5197,11706,2,39800,38012,2023-03-09
5197,11706,1,12100,34005,2023-03-09
5198,10105,3,47100,16014,2023-03-09
5198,10105,2,29600,1001,2023-03-09
5198,10105,2,45000,25003,2023-03-09
5198,10105,2,49200,24014,2023-03-09
5198,10105,1,5800,10003,2023-03-09
5198,10105,1,7600,30010,2023-03-09
5181,10371,1,17300,48002,2023-03-08
5181,10371,2,29600,1012,2023-03-08
5181,10371,1,31200,43003,2023-03-08
5181,10371,1,5800,10005,2023-03-08
5182,11218,1,17400,7008,2023-03-08
5182,11218,2,59600,15007,2023-03-08
5182,11218,1,28700,5004,2023-03-08
5182,11218,1,17400,7004,2023-03-08
5182,11218,2,55600,6012,2023-03-08
5183,12615,1,10300,23011,2023-03-08
5184,12613,2,57400,5004,2023-03-08
5184,12613,1,19900,38010,2023-03-08
5185,10816,1,8700,35006,2023-03-08
5185,10816,3,18600,9007,2023-03-08
5185,10816,1,21200,4002,2023-03-08
5185,10816,1,14800,1002,2023-03-08
5185,10816,1,12600,20014,2023-03-08
5186,11642,1,18600,39001,2023-03-08
5187,11381,2,49200,24014,2023-03-08
5187,11381,3,73800,24002,2023-03-08
5187,11381,1,27800,6004,2023-03-08
5187,11381,2,29800,40005,2023-03-08
5187,11381,1,9700,3012,2023-03-08
5187,11381,1,19400,49014,2023-03-08
5168,12533,2,17400,35004,2023-03-07
5168,12533,3,36300,34013,2023-03-07
5168,12533,3,59700,38012,2023-03-07
5169,13128,2,13600,45013,2023-03-07
5169,13128,1,6900,31007,2023-03-07
5169,13128,3,29100,3007,2023-03-07
5169,13128,1,14900,40011,2023-03-07
5169,13128,1,31200,43003,2023-03-07
5169,13128,1,10900,41005,2023-03-07
5170,12952,2,38800,49015,2023-03-07
5170,12952,1,31200,43009,2023-03-07
5171,11744,1,6900,31008,2023-03-07
5171,11744,2,35800,27006,2023-03-07
5171,11744,2,55600,6012,2023-03-07
5171,11744,1,18300,14012,2023-03-07
5172,11873,2,36400,17012,2023-03-07
5172,11873,1,14800,1005,2023-03-07
5172,11873,2,39000,13005,2023-03-07
5172,11873,2,12400,9012,2023-03-07
5172,11873,2,55600,6009,2023-03-07
5172,11873,1,6800,45013,2023-03-07
5173,10674,1,27800,6012,2023-03-07
5173,10674,2,13800,31011,2023-03-07
5173,10674,1,8800,11002,2023-03-07
5174,10549,1,6900,31006,2023-03-07
5174,10549,1,18600,39001,2023-03-07
5174,10549,1,14900,40005,2023-03-07
5175,12632,1,6900,31008,2023-03-07
5175,12632,1,29800,15002,2023-03-07
5175,12632,1,6900,31007,2023-03-07
5175,12632,1,19400,49015,2023-03-07
5175,12632,1,15700,16006,2023-03-07
5176,11225,1,9700,3007,2023-03-07
5177,12482,3,29100,3010,2023-03-07
5177,12482,1,23800,32003,2023-03-07
5177,12482,2,29800,40012,2023-03-07
5177,12482,1,5800,10004,2023-03-07
5177,12482,1,17900,27011,2023-03-07
5178,10903,1,21000,26011,2023-03-07
5179,11063,1,5500,36001,2023-03-07
5180,10483,3,54600,17001,2023-03-07
5180,10483,1,14900,40005,2023-03-07
5180,10483,1,6900,31012,2023-03-07
5180,10483,1,8100,44009,2023-03-07
5180,10483,2,53000,33012,2023-03-07
5180,10483,1,22500,25012,2023-03-07
5166,12413,3,20700,31012,2023-03-06
5166,12413,1,27800,6004,2023-03-06
5166,12413,1,8100,44011,2023-03-06
5166,12413,1,15700,16014,2023-03-06
5166,12413,3,52200,7004,2023-03-06
5166,12413,1,6200,9007,2023-03-06
5167,11858,1,29800,15014,2023-03-06
5167,11858,2,12400,9007,2023-03-06
5167,11858,1,12100,34007,2023-03-06
5167,11858,3,51900,48002,2023-03-06
5167,11858,3,59700,38012,2023-03-06
5154,11594,2,14800,29007,2023-03-05
5154,11594,2,11600,10004,2023-03-05
5154,11594,2,13600,45006,2023-03-05
5154,11594,1,28700,5004,2023-03-05
5155,11018,1,22500,25003,2023-03-05
5155,11018,1,8700,35003,2023-03-05
5155,11018,1,19900,38015,2023-03-05
5156,12471,2,53000,33012,2023-03-05
5156,12471,1,16200,47006,2023-03-05
5156,12471,1,8100,44014,2023-03-05
5156,12471,1,18200,17011,2023-03-05
5156,12471,2,55600,6004,2023-03-05
5156,12471,2,45000,25003,2023-03-05
5157,12308,1,15700,16006,2023-03-05
5157,12308,2,45000,25008,2023-03-05
5157,12308,2,42000,26015,2023-03-05
5157,12308,2,13800,31012,2023-03-05
5157,12308,2,49200,24015,2023-03-05
5158,10226,1,16200,47001,2023-03-05
5158,10226,2,17400,35009,2023-03-05
5158,10226,2,49200,24015,2023-03-05
5159,10924,1,6900,31008,2023-03-05
5159,10924,2,16200,44009,2023-03-05
5160,10255,2,35800,27006,2023-03-05
5160,10255,2,17400,35006,2023-03-05
5161,10676,1,10300,23005,2023-03-05
5161,10676,1,19900,38014,2023-03-05
5162,12727,1,18200,17002,2023-03-05
5162,12727,3,67500,25007,2023-03-05
5163,11849,2,17400,35009,2023-03-05
5164,12913,2,31400,16005,2023-03-05
5164,12913,1,6900,31006,2023-03-05
5164,12913,2,32400,47001,2023-03-05
5164,12913,2,24200,34012,2023-03-05
5165,10713,1,5500,36013,2023-03-05
5165,10713,2,11000,36015,2023-03-05
5165,10713,1,23300,42008,2023-03-05
5165,10713,2,12600,37003,2023-03-05
5165,10713,2,29600,1001,2023-03-05
5165,10713,2,20600,23005,2023-03-05
5151,11535,2,53000,33012,2023-03-04
5151,11535,1,6900,31006,2023-03-04
5151,11535,2,49200,24011,2023-03-04
5152,13279,1,14900,40009,2023-03-04
5152,13279,1,17300,22015,2023-03-04
5152,13279,1,21100,18005,2023-03-04
5153,12231,2,17400,35006,2023-03-04
5153,12231,1,9700,3009,2023-03-04
5153,12231,2,25200,20014,2023-03-04
5153,12231,2,13800,31012,2023-03-04
5138,12274,1,23800,32005,2023-03-03
5138,12274,2,31400,16006,2023-03-03
5138,12274,1,22500,25004,2023-03-03
5138,12274,1,14800,1012,2023-03-03
5138,12274,1,6900,31007,2023-03-03
5139,10683,2,62400,43009,2023-03-03
5140,12827,1,29800,15007,2023-03-03
5140,12827,1,15700,16005,2023-03-03
5141,10679,1,14900,40012,2023-03-03
5141,10679,1,8100,44004,2023-03-03
5141,10679,2,32400,47010,2023-03-03
5142,11247,1,24600,24011,2023-03-03
5142,11247,1,12100,34007,2023-03-03
5142,11247,1,17900,27004,2023-03-03
5142,11247,1,17300,22006,2023-03-03
5142,11247,3,63300,18013,2023-03-03
5143,13204,1,23300,42001,2023-03-03
5143,13204,2,37200,39005,2023-03-03
5143,13204,2,12400,9007,2023-03-03
5144,11775,1,17400,7007,2023-03-03
5144,11775,1,14800,1002,2023-03-03
5144,11775,1,8700,35006,2023-03-03
5144,11775,2,17600,11015,2023-03-03
5144,11775,1,21000,26012,2023-03-03
5144,11775,1,19900,38012,2023-03-03
5145,10487,3,59700,38010,2023-03-03
5145,10487,1,12100,34007,2023-03-03
5145,10487,1,12100,34005,2023-03-03
5145,10487,2,19400,3009,2023-03-03
5145,10487,2,39800,38002,2023-03-03
5145,10487,1,17300,22006,2023-03-03
5146,11093,3,36300,34013,2023-03-03
5146,11093,2,31600,46009,2023-03-03
5146,11093,2,15200,30015,2023-03-03
5146,11093,3,20400,45006,2023-03-03
5146,11093,1,31200,43009,2023-03-03
5147,10485,1,9700,3002,2023-03-03
5148,13120,1,18300,14012,2023-03-03
5148,13120,1,19400,49015,2023-03-03
5149,10880,1,6800,45006,2023-03-03
5149,10880,3,73800,24010,2023-03-03
5149,10880,2,29600,1004,2023-03-03
5149,10880,2,11000,36002,2023-03-03
5150,13155,1,7400,29002,2023-03-03
5150,13155,1,8100,44014,2023-03-03
5150,13155,1,9700,3012,2023-03-03
5150,13155,2,16200,44009,2023-03-03
5150,13155,1,9700,3007,2023-03-03
5131,11026,1,23300,42012,2023-03-02
5132,13352,2,55600,6004,2023-03-02
5133,11259,1,16200,47008,2023-03-02
5133,11259,1,19900,38007,2023-03-02
5134,12786,1,24600,24015,2023-03-02
5134,12786,1,6800,45013,2023-03-02
5134,12786,1,19900,38002,2023-03-02
5135,12602,3,29100,3007,2023-03-02
5135,12602,2,24200,34007,2023-03-02
5135,12602,1,22500,25007,2023-03-02
5135,12602,2,42200,18013,2023-03-02
5135,12602,1,6300,37003,2023-03-02
5135,12602,2,45000,25004,2023-03-02
5136,11787,2,34800,7007,2023-03-02
5136,11787,1,8800,11015,2023-03-02
5136,11787,1,31200,43013,2023-03-02
5136,11787,2,35800,27004,2023-03-02
5137,11986,3,59400,8013,2023-03-02
5137,11986,1,8700,35006,2023-03-02
5137,11986,1,12600,20014,2023-03-02
5137,11986,1,21100,18013,2023-03-02
5118,10617,1,7400,29007,2023-03-01
5118,10617,1,12600,20002,2023-03-01
5119,12345,2,49200,24002,2023-03-01
5119,12345,1,23800,32005,2023-03-01
5119,12345,2,17600,11007,2023-03-01
5120,13372,1,15800,2012,2023-03-01
5120,13372,3,54600,17001,2023-03-01
5120,13372,1,27800,6004,2023-03-01
5120,13372,3,58500,13013,2023-03-01
5121,11394,1,8800,11007,2023-03-01
5121,11394,1,15800,2002,2023-03-01
5121,11394,1,15700,16006,2023-03-01
5121,11394,1,6200,9012,2023-03-01
5121,11394,2,35800,27015,2023-03-01
5122,12620,1,5500,36001,2023-03-01
5122,12620,2,28800,21011,2023-03-01
5123,11784,3,44700,40005,2023-03-01
5123,11784,1,12100,34012,2023-03-01
5123,11784,1,6800,45013,2023-03-01
5123,11784,1,5800,10004,2023-03-01
5124,13467,2,32200,28013,2023-03-01
5124,13467,1,7600,30010,2023-03-01
5124,13467,1,10300,23011,2023-03-01
5124,13467,1,19500,13005,2023-03-01
5124,13467,1,14800,1012,2023-03-01
5124,13467,2,16200,44014,2023-03-01
5125,10856,2,46600,42012,2023-03-01
5125,10856,2,62400,43014,2023-03-01
5125,10856,1,18600,39001,2023-03-01
5126,11220,1,19900,38014,2023-03-01
5126,11220,3,54600,17001,2023-03-01
5126,11220,1,14900,40005,2023-03-01
5126,11220,1,5800,10005,2023-03-01
5127,12642,1,5800,10005,2023-03-01
5127,12642,1,17400,7009,2023-03-01
5128,12896,1,8800,11007,2023-03-01
5128,12896,1,7400,29005,2023-03-01
5128,12896,1,19900,38015,2023-03-01
5128,12896,1,10300,23011,2023-03-01
5128,12896,1,9700,3001,2023-03-01
5129,11649,2,31600,2012,2023-03-01
5129,11649,1,6900,31012,2023-03-01
5129,11649,1,6800,45013,2023-03-01
5129,11649,1,5800,10004,2023-03-01
5129,11649,2,13800,31011,2023-03-01
5130,11558,1,14900,40012,2023-03-01
5130,11558,1,18300,14012,2023-03-01
5130,11558,2,17600,11015,2023-03-01
5130,11558,1,24600,24003,2023-03-01
5106,11961,1,6300,37003,2023-02-28
5106,11961,2,34800,7005,2023-02-28
5106,11961,1,19500,13005,2023-02-28
5106,11961,2,34600,48002,2023-02-28
5107,12748,1,29800,15007,2023-02-28
5107,12748,1,21000,26015,2023-02-28
5108,11548,1,23800,32003,2023-02-28
5108,11548,2,59600,15007,2023-02-28
5108,11548,1,17400,7005,2023-02-28
5109,11966,2,25200,20002,2023-02-28
5109,11966,1,16200,47010,2023-02-28
5109,11966,1,8700,35004,2023-02-28
5109,11966,1,10300,23011,2023-02-28
5109,11966,1,31200,43002,2023-02-28
5110,11582,3,17400,10003,2023-02-28
5110,11582,3,36300,34005,2023-02-28
5110,11582,1,17400,7004,2023-02-28
5110,11582,1,11200,19014,2023-02-28
5110,11582,2,53000,33009,2023-02-28
5110,11582,1,9700,3010,2023-02-28
5111,11155,3,63600,4002,2023-02-28
5111,11155,1,17300,48002,2023-02-28
5112,12100,1,18600,39009,2023-02-28
5112,12100,2,13800,31011,2023-02-28
5112,12100,1,29800,15007,2023-02-28
5113,12625,2,17600,11015,2023-02-28
5113,12625,1,18600,39005,2023-02-28
5113,12625,2,24200,34010,2023-02-28
5113,12625,1,18200,17002,2023-02-28
5114,10189,3,33600,19014,2023-02-28
5114,10189,1,6900,31006,2023-02-28
5114,10189,2,57400,5004,2023-02-28
5114,10189,1,8700,35009,2023-02-28
5115,10562,1,8700,35006,2023-02-28
5115,10562,1,8200,12006,2023-02-28
5115,10562,1,24600,24002,2023-02-28
5115,10562,2,31600,46013,2023-02-28
5116,10132,1,24600,24011,2023-02-28
5116,10132,1,31200,43002,2023-02-28
5116,10132,2,17400,35004,2023-02-28
5116,10132,1,9700,3010,2023-02-28
5117,13152,1,15700,16014,2023-02-28
5117,13152,1,6900,31011,2023-02-28
5117,13152,2,38800,49014,2023-02-28
5117,13152,1,19500,13013,2023-02-28
5104,11884,1,24600,24010,2023-02-27
5104,11884,1,17400,7007,2023-02-27
5104,11884,2,24200,34013,2023-02-27
5104,11884,1,19900,38015,2023-02-27
5105,12656,3,48600,47006,2023-02-27
5095,11323,1,19500,13010,2023-02-26
5096,11188,1,31200,43003,2023-02-26
5096,11188,3,29100,3001,2023-02-26
5096,11188,1,17900,27004,2023-02-26
5096,11188,2,55600,6011,2023-02-26
5097,12818,3,73800,24010,2023-02-26
5097,12818,1,31200,43013,2023-02-26
5097,12818,3,48600,47006,2023-02-26
5097,12818,1,12600,20014,2023-02-26
5098,12144,1,19900,38015,2023-02-26
5098,12144,2,62400,43003,2023-02-26
5098,12144,1,23800,32005,2023-02-26
5098,12144,2,45000,25003,2023-02-26
5098,12144,1,26500,33009,2023-02-26
5098,12144,1,17400,7009,2023-02-26
5099,10796,1,17300,22006,2023-02-26
5099,10796,2,17600,11002,2023-02-26
5099,10796,1,24600,24002,2023-02-26
5099,10796,1,17300,48002,2023-02-26
5100,11671,3,86100,5009,2023-02-26
5101,12761,2,13800,31006,2023-02-26
5101,12761,2,39000,13013,2023-02-26
5101,12761,1,26500,33009,2023-02-26
5102,13291,2,29800,40006,2023-02-26
5102,13291,1,18200,17002,2023-02-26
5102,13291,2,34800,7010,2023-02-26
5102,13291,2,16200,44009,2023-02-26
5102,13291,3,71400,32005,2023-02-26
5102,13291,2,62400,43014,2023-02-26
5103,11319,3,73800,24014,2023-02-26
5103,11319,1,17400,7004,2023-02-26
5103,11319,1,8700,35004,2023-02-26
5103,11319,1,12100,34012,2023-02-26
5092,11445,2,24200,34005,2023-02-25
5093,10432,1,28700,5004,2023-02-25
5093,10432,1,12100,34005,2023-02-25
5093,10432,2,28800,21006,2023-02-25
5093,10432,1,8800,11015,2023-02-25
5093,10432,1,8700,35004,2023-02-25
5093,10432,2,29800,40012,2023-02-25
5094,13153,2,42400,4002,2023-02-25
5094,13153,2,29600,1002,2023-02-25
5094,13153,1,11200,19014,2023-02-25
5077,13346,1,18200,17011,2023-02-24
5077,13346,2,20600,23011,2023-02-24
5077,13346,1,6800,45006,2023-02-24
5078,11484,2,20600,23011,2023-02-24
5078,11484,2,36400,17012,2023-02-24
5078,11484,2,19400,3012,2023-02-24
5078,11484,1,14900,40011,2023-02-24
5078,11484,2,17600,11015,2023-02-24
5078,11484,2,34600,22006,2023-02-24
5079,12624,1,19500,13005,2023-02-24
5079,12624,1,5800,10004,2023-02-24
5079,12624,2,22400,19014,2023-02-24
5079,12624,1,23800,32005,2023-02-24
5079,12624,1,21000,26015,2023-02-24
5080,12122,1,24600,24015,2023-02-24
5081,12918,3,36300,34005,2023-02-24
5081,12918,1,17900,27001,2023-02-24
5081,12918,2,38800,49013,2023-02-24
5082,10435,1,8700,35004,2023-02-24
5082,10435,1,8100,44009,2023-02-24
5083,10986,3,69900,42003,2023-02-24
5083,10986,1,24600,24003,2023-02-24
5083,10986,2,55600,6011,2023-02-24
5083,10986,2,35800,27006,2023-02-24
5083,10986,2,19400,3010,2023-02-24
5083,10986,1,21100,18005,2023-02-24
5084,13401,2,49200,24011,2023-02-24
5084,13401,1,17900,27015,2023-02-24
5084,13401,3,89400,15007,2023-02-24
5085,13363,2,32400,47008,2023-02-24
5086,11399,2,46600,42008,2023-02-24
5086,11399,2,35800,27004,2023-02-24
5086,11399,1,23300,42001,2023-02-24
5086,11399,1,17900,27001,2023-02-24
5086,11399,1,10300,23011,2023-02-24
5087,11052,1,8800,11007,2023-02-24
5087,11052,1,29800,15007,2023-02-24
5087,11052,1,15800,46013,2023-02-24
5087,11052,2,55600,6009,2023-02-24
5087,11052,2,29800,40006,2023-02-24
5087,11052,1,15700,16011,2023-02-24
5088,12368,2,19400,3002,2023-02-24
5088,12368,3,22200,29002,2023-02-24
5088,12368,2,34800,7007,2023-02-24
5088,12368,1,18200,17011,2023-02-24
5089,10212,1,6900,31008,2023-02-24
5089,10212,1,14800,1011,2023-02-24
5089,10212,1,8100,44005,2023-02-24
5089,10212,1,23800,32005,2023-02-24
5090,12863,2,11000,36013,2023-02-24
5090,12863,1,19900,38002,2023-02-24
5090,12863,2,25200,20002,2023-02-24
5090,12863,1,14900,40006,2023-02-24
5091,10739,1,8700,35006,2023-02-24
5091,10739,1,5500,36002,2023-02-24
5091,10739,2,36400,17004,2023-02-24
5091,10739,1,23300,42003,2023-02-24
5074,11755,1,15700,16005,2023-02-23
5074,11755,2,31600,2002,2023-02-23
5074,11755,2,29800,40012,2023-02-23
5074,11755,1,23300,42012,2023-02-23
5074,11755,2,62400,43013,2023-02-23
5074,11755,1,17400,7004,2023-02-23
5075,10879,1,6300,37003,2023-02-23
5075,10879,1,16200,47015,2023-02-23
5075,10879,1,9700,3007,2023-02-23
5075,10879,1,19500,13010,2023-02-23
5075,10879,1,23300,42008,2023-02-23
5076,10092,2,62400,43013,2023-02-23
5076,10092,2,59600,15009,2023-02-23
5076,10092,3,24300,44009,2023-02-23
5076,10092,1,8100,44010,2023-02-23
5076,10092,1,16200,47008,2023-02-23
5076,10092,3,73800,24015,2023-02-23
5068,12909,1,12600,20002,2023-02-22
5068,12909,2,31400,16006,2023-02-22
5068,12909,2,12400,9012,2023-02-22
5068,12909,1,18200,17004,2023-02-22
5069,11480,2,42000,26012,2023-02-22
5069,11480,1,15800,2002,2023-02-22
5069,11480,1,7400,29007,2023-02-22
5070,10492,2,12400,9012,2023-02-22
5071,10922,3,20700,31012,2023-02-22
5071,10922,1,8200,12006,2023-02-22
5072,10765,1,18200,17011,2023-02-22
5072,10765,2,19400,3010,2023-02-22
5072,10765,1,29800,15007,2023-02-22
5072,10765,3,52200,7008,2023-02-22
5072,10765,1,17300,22015,2023-02-22
5072,10765,1,24600,24014,2023-02-22
5073,12904,1,14800,1001,2023-02-22
5073,12904,1,6200,9012,2023-02-22
5073,12904,1,15800,2012,2023-02-22
5073,12904,2,20600,23005,2023-02-22
5053,12478,1,14400,21006,2023-02-21
5053,12478,1,17400,7009,2023-02-21
5053,12478,1,8100,44005,2023-02-21
5054,12208,1,6800,45006,2023-02-21
5055,13261,2,34600,22006,2023-02-21
5055,13261,3,52200,7004,2023-02-21
5055,13261,1,14900,40002,2023-02-21
5055,13261,3,26400,11007,2023-02-21
5055,13261,1,6800,45006,2023-02-21
5055,13261,2,16200,44010,2023-02-21
5056,12202,2,13800,31004,2023-02-21
5057,12433,2,32400,47010,2023-02-21
5057,12433,1,23300,42008,2023-02-21
5057,12433,1,16100,28013,2023-02-21
5058,12164,2,62400,43005,2023-02-21
5058,12164,1,8100,44011,2023-02-21
5058,12164,1,17300,22015,2023-02-21
5059,13015,1,9700,3010,2023-02-21
5060,10007,3,54900,14012,2023-02-21
5060,10007,1,8100,44009,2023-02-21
5060,10007,1,19500,13013,2023-02-21
5061,11017,1,5800,10005,2023-02-21
5061,11017,1,16200,47006,2023-02-21
5061,11017,2,29800,40012,2023-02-21
5061,11017,1,19500,13013,2023-02-21
5061,11017,2,42200,18013,2023-02-21
5062,11967,2,20600,23011,2023-02-21
5062,11967,1,17900,27004,2023-02-21
5062,11967,1,24600,24011,2023-02-21
5062,11967,2,34600,22015,2023-02-21
5062,11967,1,21100,18005,2023-02-21
5063,13338,1,19900,38007,2023-02-21
5063,13338,2,55600,6011,2023-02-21
5063,13338,1,8100,44011,2023-02-21
5063,13338,2,47600,32003,2023-02-21
5063,13338,3,52200,7009,2023-02-21
5064,11975,3,53700,27004,2023-02-21
5064,11975,1,27800,6011,2023-02-21
5064,11975,1,23300,42008,2023-02-21
5064,11975,1,19400,49013,2023-02-21
5064,11975,1,26500,33009,2023-02-21
5065,11657,2,13800,31006,2023-02-21
5065,11657,1,16200,47015,2023-02-21
5065,11657,3,44400,1011,2023-02-21
5066,13252,1,6800,45013,2023-02-21
5067,12552,1,19500,13013,2023-02-21
5067,12552,2,38800,49015,2023-02-21
5067,12552,2,36600,14012,2023-02-21
5067,12552,1,21000,26015,2023-02-21
5067,12552,1,9700,3007,2023-02-21
5067,12552,1,6900,31007,2023-02-21
5044,10492,3,93600,43014,2023-02-20
5044,10492,2,15200,30010,2023-02-20
5044,10492,1,8700,35004,2023-02-20
5044,10492,1,6900,31004,2023-02-20
5044,10492,1,17400,7008,2023-02-20
5045,10851,1,8700,35004,2023-02-20
5046,13310,1,23800,32005,2023-02-20
5046,13310,2,62400,43014,2023-02-20
5046,13310,1,22500,25003,2023-02-20
5047,11715,3,43200,21005,2023-02-20
5047,11715,1,29800,15007,2023-02-20
5047,11715,1,6200,9012,2023-02-20
5047,11715,1,16200,47006,2023-02-20
5047,11715,2,13600,45013,2023-02-20
5047,11715,1,27800,6009,2023-02-20
5048,10386,2,32200,28013,2023-02-20
5048,10386,1,5800,10003,2023-02-20
5048,10386,1,21200,4002,2023-02-20
5048,10386,1,17900,27015,2023-02-20
5048,10386,2,19400,3002,2023-02-20
5049,12621,1,24600,24003,2023-02-20
5049,12621,3,93600,43005,2023-02-20
5049,12621,1,31200,43002,2023-02-20
5050,12160,1,8100,44010,2023-02-20
5050,12160,2,15200,30010,2023-02-20
5050,12160,1,18600,39001,2023-02-20
5050,12160,2,13800,31004,2023-02-20
5050,12160,1,24600,24003,2023-02-20
5051,12690,2,49200,24015,2023-02-20
5051,12690,1,12600,20002,2023-02-20
5051,12690,2,45000,25003,2023-02-20
5052,10602,3,79500,33012,2023-02-20
5052,10602,1,8800,11015,2023-02-20
5037,12287,3,79500,33012,2023-02-19
5037,12287,1,19900,38002,2023-02-19
5037,12287,2,25200,20002,2023-02-19
5037,12287,1,19900,38007,2023-02-19
5038,11590,1,15800,2012,2023-02-19
5039,10808,1,29800,15002,2023-02-19
5039,10808,2,13800,31007,2023-02-19
5040,11617,1,6800,45013,2023-02-19
5040,11617,1,14400,21008,2023-02-19
5040,11617,3,67500,25003,2023-02-19
5040,11617,1,23300,42008,2023-02-19
5041,11885,2,34600,22006,2023-02-19
5041,11885,1,21000,26015,2023-02-19
5041,11885,2,35800,27001,2023-02-19
5041,11885,1,17900,27006,2023-02-19
5042,13165,2,62400,43014,2023-02-19
5042,13165,1,24600,24002,2023-02-19
5042,13165,1,9700,3009,2023-02-19
5042,13165,1,12600,20002,2023-02-19
5042,13165,1,19900,38014,2023-02-19
5042,13165,1,12600,20014,2023-02-19
5043,10029,1,18200,17004,2023-02-19
5043,10029,1,8200,12006,2023-02-19
5043,10029,1,6800,45006,2023-02-19
5024,10036,1,19500,13005,2023-02-18
5024,10036,1,23300,42001,2023-02-18
5025,11703,1,31200,43005,2023-02-18
5025,11703,1,19500,13005,2023-02-18
5025,11703,1,5800,10003,2023-02-18
5026,12603,1,9700,3001,2023-02-18
5026,12603,1,6900,31006,2023-02-18
5026,12603,1,16100,28013,2023-02-18
5026,12603,2,38800,49014,2023-02-18
5027,11563,3,63000,26011,2023-02-18
5027,11563,1,8100,44011,2023-02-18
5027,11563,1,8100,44004,2023-02-18
5027,11563,1,14800,1004,2023-02-18
5028,11518,1,27800,6009,2023-02-18
5028,11518,2,46600,42008,2023-02-18
5028,11518,1,31200,43009,2023-02-18
5028,11518,1,9700,3002,2023-02-18
5029,11295,1,14900,40005,2023-02-18
5029,11295,1,8800,11002,2023-02-18
5029,11295,3,30900,23005,2023-02-18
5030,10972,3,37800,20002,2023-02-18
5030,10972,3,79500,33009,2023-02-18
5030,10972,1,23800,32005,2023-02-18
5030,10972,3,22800,30015,2023-02-18
5031,12339,1,7400,29007,2023-02-18
5031,12339,2,13800,31004,2023-02-18
5031,12339,2,47600,32003,2023-02-18
5032,10245,1,23300,42012,2023-02-18
5033,11996,1,9700,3007,2023-02-18
5033,11996,2,22400,19014,2023-02-18
5033,11996,2,14800,29002,2023-02-18
5033,11996,2,53000,33012,2023-02-18
5033,11996,3,48600,47010,2023-02-18
5033,11996,2,29600,1004,2023-02-18
5034,12137,2,34800,7009,2023-02-18
5034,12137,2,36400,17002,2023-02-18
5034,12137,2,32400,47001,2023-02-18
5034,12137,1,23800,32003,2023-02-18
5035,11671,2,15200,30010,2023-02-18
5035,11671,3,48600,47006,2023-02-18
5035,11671,1,7400,29002,2023-02-18
5035,11671,2,24200,34012,2023-02-18
5035,11671,1,8800,11002,2023-02-18
5036,13319,1,17400,7007,2023-02-18
5010,11722,2,55600,6012,2023-02-17
5010,11722,1,17900,27015,2023-02-17
5010,11722,2,11600,10005,2023-02-17
5010,11722,1,22500,25012,2023-02-17
5010,11722,1,17300,22015,2023-02-17
5011,10100,1,31200,43013,2023-02-17
5011,10100,2,13600,45006,2023-02-17
5012,10839,1,8800,11015,2023-02-17
5012,10839,1,14800,1005,2023-02-17
5012,10839,2,16200,44010,2023-02-17
5013,12002,1,10300,23005,2023-02-17
5013,12002,3,47400,46013,2023-02-17
5013,12002,1,24600,24010,2023-02-17
5014,11626,1,12100,34005,2023-02-17
5014,11626,2,20600,23005,2023-02-17
5015,11800,2,39800,38014,2023-02-17
5016,12028,1,8800,11015,2023-02-17
5017,11562,2,49200,24010,2023-02-17
5018,10966,1,12600,20014,2023-02-17
5018,10966,1,9700,3002,2023-02-17
5018,10966,1,21000,26015,2023-02-17
5018,10966,1,14400,21011,2023-02-17
5019,11848,2,57400,5004,2023-02-17
5019,11848,1,22500,25003,2023-02-17
5019,11848,1,6900,31006,2023-02-17
5019,11848,3,16500,36001,2023-02-17
5019,11848,2,31400,16005,2023-02-17
5019,11848,3,48600,47010,2023-02-17
5020,13288,1,21200,4002,2023-02-17
5021,11905,3,86100,5009,2023-02-17
5021,11905,1,15800,2012,2023-02-17
5021,11905,3,44700,40012,2023-02-17
5021,11905,2,17400,35009,2023-02-17
5021,11905,3,51900,48002,2023-02-17
5021,11905,1,26500,33012,2023-02-17
5022,10272,1,27800,6001,2023-02-17
5022,10272,1,8700,35004,2023-02-17
5022,10272,1,18600,39015,2023-02-17
5023,11479,1,19900,38002,2023-02-17
5023,11479,1,31200,43014,2023-02-17
